,date,year,month,appraiser,estimator,lawyer,auditor,actuary,all,official,ratio,appraiser_a,estimator_a,lawyer_a,auditor_a,actuary_a,monthly_avg_rate,appraiser_a_usd,estimator_a_usd,lawyer_a_usd,auditor_a_usd,actuary_a_usd,official_usd,index,appraiser_a_usd_real,estimator_a_usd_real,lawyer_a_usd_real,auditor_a_usd_real,actuary_a_usd_real,official_usd_real,oil_price,appraiser_barrels,estimator_barrels,lawyer_barrels,auditor_barrels,actuary_barrels,official_barrels,appraiser_a_usd_real_smoothed,estimator_a_usd_real_smoothed,lawyer_a_usd_real_smoothed,auditor_a_usd_real_smoothed,actuary_a_usd_real_smoothed,official_usd_real_smoothed,appraiser_barrels_smoothed,estimator_barrels_smoothed,lawyer_barrels_smoothed,auditor_barrels_smoothed,actuary_barrels_smoothed,official_barrels_smoothed
10,2017-11,2017,11,31414,45180,47362,35440,134611,32441,38848,1.1974969945439413,37618.17058660337,54102.91421349527,56715.85265559015,42439.29348663728,161196.26793255447,58.92655238095238,638.3908283553884,918.14151732019,962.4838101664195,720.2066262467359,2735.5455464362126,659.2613759049199,0.9551111214108595,668.3942988878382,961.2928765439783,1007.7191947515691,754.0553241416243,2864.1123374161452,690.2457328013102,63.33,10.080385731176195,14.49773436475904,15.197912682242531,11.37228211348075,43.19509784361618,10.409938037342807,674.3735242796735,929.8884983032119,838.5359582900913,729.3499426719815,2997.9825715333827,709.7104398645974,10.845786058321703,14.926083724617744,13.493162336630151,11.634639464087186,48.55543203490094,11.392498129498632
11,2017-12,2017,12,34692,44498,51943,33322,177402,31979,51197,1.6009568779511554,55540.396009881486,71239.3791550705,83158.50311141687,53347.0850870884,284012.95206229086,58.573854545454545,948.2113895506222,1216.2317079506395,1419.7205179127168,910.766168644236,4848.800787762581,874.0589192447638,0.957123434760106,990.6887190451904,1270.7156295420523,1483.3201929368247,951.5660525776501,5066.0140705654,913.2144167631195,66.73,14.209671655186906,18.226160766531386,21.27559595253584,13.648526429555462,72.66298198355435,13.098440270414564,676.8565826495458,934.0578992296112,849.7555380498815,728.8957561554575,3013.6925753110386,711.6356011320166,10.652317058217092,14.673233586002441,13.412538271034162,11.382417539881551,47.687490327594446,11.166231525312476
12,2018-01,2018,1,33147,43983,36187,34444,135197,32837,39017,1.1882023327344156,39385.342723147674,52260.7032006578,42997.4778146603,40926.44114870421,160641.39077869477,56.4981,697.1091545228543,924.9993044130298,761.0428990472299,724.3861501307869,2843.306071862501,690.5895950483291,0.9611944103265277,725.2530258535721,962.3436158963907,791.7679200700883,753.6312553926581,2958.0967609836603,718.4702570354406,66.67,10.456114512117209,13.874295851402877,11.415072732071843,10.865248989512327,42.647458705002265,10.358326009424465,677.7069572217019,936.9264518169203,859.1900165871975,727.4087894576871,3023.7527912922797,712.6812526850356,10.4200227078872,14.378208694767835,13.280967404992062,11.093638736865541,46.68983169757776,10.909962718413492
13,2018-02,2018,2,34081,44014,38075,37933,140138,33658,40443,1.2015865470319091,40951.271109394496,52886.63028106245,45750.40777823994,45579.78248856141,168387.93552795768,56.80670526315789,720.8879817917117,930.9927417206185,805.3698514339198,802.3662396439365,2964.2264015823152,711.940603008874,0.9637822221192247,747.9780859690253,965.9783303260081,835.6346827637287,832.5181988516487,3075.618468106196,738.6944754421952,63.83,11.293874068489922,14.585504335275239,12.617418947734919,12.57036251987994,46.439392160149076,11.153698934809244,672.5937679233432,935.0512788236799,859.2176416339746,722.8604716629527,3017.6085187962667,711.2175550891963,10.127957992918573,14.049645709011735,13.032942756122676,10.80133106214607,45.58637545215876,10.649316989508948
14,2018-03,2018,3,32660,42915,37517,36030,146795,33427,42364,1.2673587219912048,41391.93586023275,54388.699554252555,47547.49717294403,45662.93475334311,186041.92359469892,57.06360476190476,725.3648982208305,953.124145962858,833.2368305741243,800.2111844120185,3260.2553654111093,742.3996464429792,0.9639676175909403,752.4784909617566,988.7512075818674,864.3825947768594,830.1224748729974,3382.1212517064023,770.149985222861,67.67,10.719150261871293,14.084884675082874,12.31323822335044,11.825198528328928,48.17874043758104,10.970882908866251,666.4360664902721,932.1474461091422,858.5780400409429,718.8119358566915,3008.282112727809,709.5846056624582,9.84512420390978,13.7439524889496,12.810065124427462,10.551656486009941,44.549500504698344,10.417137650183916
15,2018-04,2018,4,33081,43668,45736,35293,150319,35045,43381,1.2378656013696676,40949.83195890998,54055.115080610645,56615.02114424312,43687.990669139675,186074.71933228706,60.769890476190476,673.8506789798155,889.5048955500312,931.6294747383948,718.9084977248157,3061.955811903113,713.856807377275,0.9664781812704225,697.2228572134426,920.3569338531668,963.9425832808563,743.8434841641434,3168.1582380661853,738.6165784300686,73.17,9.20938470657121,12.156688472735153,12.732396812059516,9.825181054049688,41.847147900821554,9.756140595562048,660.0093678877074,928.948004054315,859.0965864706551,715.36445184133,3000.7517067545577,708.2691438561176,9.592676941867103,13.484756816686613,12.651494096127115,10.35467282236115,43.69651920884086,10.231341143026459
16,2018-05,2018,5,31993,44563,44004,36347,152727,34609,44076,1.273541564332977,40744.415267704935,56752.83273137046,56040.922996908324,46289.41523881072,194504.1824958826,62.2309,654.7296482568136,911.9719099574401,900.5320989557973,743.8332924449223,3125.52417682988,708.2655079711204,0.9686604404687416,675.9124466154366,941.477396884434,929.6674679106577,767.8989059210224,3226.645836096514,731.1803789864546,75.75,8.643295686558595,12.039233134751685,11.888212527469271,9.819581418414817,41.261045238678285,9.350039709189709,653.8750219265085,926.085159774456,862.1779238237069,712.247100617075,2999.2393129942443,707.5725856142811,9.378416955215757,13.279856461648224,12.576360893300437,10.200783203795137,43.09409997712875,10.095429875942793
17,2018-06,2018,6,32478,45787,36480,30633,158867,34354,45848,1.33457530418583,43344.336729347386,61106.19945275659,48685.30709669908,40882.04529312453,212019.97485009025,62.768504761904765,690.5427633454441,973.5168885183155,775.6327362165713,651.3146274265962,3377.8082758913934,730.4300169951779,0.9695333441480691,712.242407662859,1004.1087234330726,800.0062513560288,671.7815651806258,3483.9526626693587,753.3830800187777,76.44,9.033788112839405,12.735699745137564,10.146948406810194,8.520599521541028,44.18901459826522,9.555599385075588,648.251738851154,923.8926660040247,868.6687104986181,709.0126335350514,3005.3274287930635,707.5037786657573,9.200868008968502,13.126441959807005,12.58827382813706,10.077295079012533,42.74472770943527,10.003414689402558
18,2018-07,2018,7,30733,47214,37653,30943,146965,33691,42413,1.2588821940577601,38689.22646997714,59436.86391024309,47400.69125285684,38953.59173072927,185011.62164969873,62.86194761904761,615.4633754658603,945.51419676716,754.0442676086303,619.6688649673027,2943.1417360928044,674.7006990147496,0.9702903756575746,634.3084409641342,974.4651915426621,777.132584766295,638.6426996633328,3033.2587129890994,695.3595706414163,72.76,8.45881494592991,12.994972467937878,10.363445129310476,8.516614416812846,40.44999637290825,9.272961778652412,643.0073514887903,922.2618037199377,878.6201232436622,705.1252586273098,3017.96304514516,707.8680120056868,9.05596965386937,13.017241961316037,12.676889213055786,9.977436652053944,42.61303383003942,9.947196721647327
19,2018-08,2018,8,28164,45956,36699,28296,143330,33867,41364,1.2213659314376828,34398.5500930109,56129.09274515015,44822.90831783152,34559.77039596067,175058.37895296307,66.07640869565218,520.5874649067349,849.4573759854391,678.3496440353736,523.027372070763,2649.3325289405734,626.0025448798604,0.9720245957992476,535.5702593911028,873.9052279710808,697.8729210834426,538.0803884295783,2725.581780944708,644.0192435306943,76.89,6.770548379590778,11.04769639726153,8.822338978220492,6.802280817671518,34.456139016004336,8.14153394303369,637.7185240698595,920.8289816518665,891.1230578841365,700.2713705936687,3033.7139654199827,708.3143626723231,8.93908990053154,12.945219935537219,12.824568855036897,9.894559005769306,42.64119348305976,9.919035620106769
20,2018-09,2018,9,28328,45474,44634,31193,144750,35494,41774,1.1769313123344791,33340.110215811124,53519.7744970981,52531.152194737144,36712.01842564941,170360.80746041585,67.66609523809524,492.71514927081273,790.9393073263533,776.3290021375832,542.5467258967969,2517.668661993439,617.3549671073929,0.9740291843371724,505.85255266874344,812.0283458083322,797.0284819195388,557.0128027180216,2584.7979736938933,633.8156772248086,82.07,6.003596311329509,9.637374282031843,9.459351798922667,6.610780137648312,30.67708860720652,7.5222976374728034,632.1892693965837,919.3516770237263,904.9278216694754,694.7426346499082,3048.904920110676,708.5955368913847,8.846665272779683,12.904813507777021,13.015387232829747,9.827103919527167,42.77675910103283,9.913615263369268
21,2018-10,2018,10,30012,44314,39587,37055,146684,35530,42332,1.1914438502673796,35757.6128342246,52797.64278074866,47165.687700534756,44148.95187165775,174765.74973262032,65.85452727272728,542.978809735274,801.7314065909947,716.2102539314371,670.4011660249425,2653.8152648010437,642.8107793514023,0.9763080036770101,556.1552375790075,821.1869651498113,733.5904768106146,686.6697430524496,2718.215209550817,658.4098224437603,73.29,7.408634325764415,10.939165051043725,9.772277990604954,9.147239268999078,36.209786666680905,8.770784272771213,626.641096791293,917.8115679087337,919.1504976127376,689.0234271684822,3061.016853944042,708.6600879583627,8.779628466549449,12.89573312140033,13.244426071283227,9.776478018579095,42.9913158173181,9.92977555010878
22,2018-11,2018,11,30321,46465,36514,34758,147595,35243,42595,1.208608801747865,36646.22747779701,56158.00797321454,44131.14178702154,42008.82473115229,178384.61609397613,66.35568095238095,552.2696316551338,846.3180117692621,665.0695336649701,633.0855795346176,2688.309629766152,641.9194165239235,0.9756204954693981,566.0701412278363,867.4664131180177,681.6887680747078,648.9055759637589,2755.487038505409,657.9601592062477,57.91,9.53668851070858,14.614367324628944,11.484536930840445,10.932232421595884,46.42220047947077,11.084776662474935,621.4093142265547,916.2222257987071,932.9905456719222,683.8989344451657,3068.5979650888926,708.5840444507822,8.74135854708718,12.92077707424101,13.508940595099439,9.754021549088131,43.274852524894925,9.969717216591592
23,2018-12,2018,12,31394,43051,41399,34605,192551,35622,55569,1.5599629442479366,48973.47667171972,67157.96471281792,64580.90592892033,53982.517685699844,300372.42487788445,67.33531363636364,727.3074710276863,997.3661825575883,959.0941578988084,801.6969814268041,4460.845411666307,825.2579070188012,0.9762886916487065,744.9717253197379,1021.5894039224066,982.3878593524822,821.1679478463888,4569.186809009391,845.3011021003919,50.62,14.367986389326084,19.703006372137267,18.94694108847903,15.837553959439038,88.12416854338814,16.303000928858182,616.7534408029585,914.6205786076814,945.9473939521724,680.0660920694783,3071.5067208059645,708.5412478957858,8.735513583378449,12.984631466882654,13.804083549049668,9.773578635154244,43.63703199138221,10.038522265125597
24,2019-01,2019,1,30336,45729,67041,41491,146445,36121,42263,1.1700395891586612,35494.32097671715,53504.74037263642,78440.6240967858,48546.11259378201,171346.44763434015,66.51254374999999,533.6485266618172,804.4308239622309,1179.3358015537606,729.87905523884,2576.1523762852653,635.4139778333167,0.9754930360825936,547.0551884253881,824.6402528845125,1208.963834626399,748.2155466428591,2640.8721343933266,651.3772567613872,62.96,8.475993117246142,12.776855526719041,18.731508919214747,11.592742300489835,40.917286789791376,10.09234399354061,613.0791373873093,913.2146761974284,958.5668588552024,677.9472642290639,3071.626978112381,708.8196103623144,8.769356171902746,13.094804516142847,14.134112930243534,9.849952721890444,44.124208514469416,10.144765357063537
25,2019-02,2019,2,28234,42492,54937,31939,149213,34421,43062,1.25103861015078,35321.82411899712,53159.132622526944,68728.30812585341,39956.922169605765,186671.22413642833,65.810525,536.7199869473329,807.7603487060306,1044.3361168423046,607.150940819964,2836.4949852083437,654.3330265181747,0.9784207395734359,548.5574510423071,825.5756608943016,1067.369153783071,620.5417733527039,2899.0544358707853,668.7644691622601,64.73,8.291672902013485,12.478917792461464,16.133726507682752,9.379745725628982,43.82040761947078,10.10865173054495,610.9351125168163,912.4237682213137,971.5887619253637,677.9939302104935,3071.6329892465506,709.7321931485884,8.848222426077115,13.253238259901593,14.50326436041032,9.99016562347277,44.76307030805985,10.291077356571051
26,2019-03,2019,3,29371,44793,54195,31316,160516,34998,46324,1.323618492485285,38875.998742785305,59288.843133893366,71733.50420024002,41450.436710669186,212461.945939768,65.09225714285715,597.2445948135528,910.8432513528129,1102.0282188526264,636.7951970032079,3264.0125763880096,711.6668254157066,0.9821209241964264,608.117167753268,927.4247487376027,1122.0901537703298,648.3877711130483,3323.4324775827704,724.6224043113572,68.63,8.70238372160211,13.271794424490936,16.057529052202046,9.278671091406206,47.559559615153866,10.369617155991646,610.6251332061034,912.5789732782038,985.1536816908202,680.4930778389927,3074.374176675319,711.4874567165559,8.975382669034241,13.461463038959597,14.91327894262313,10.194435425249917,45.58179183382881,10.479529281618422
27,2019-04,2019,4,27998,45690,47546,23323,166428,36066,48030,1.331725170520712,37285.641324238895,60846.523041091335,63318.20495757778,31059.826152054568,221636.35667942106,64.60310476190476,577.1493717160408,941.8513748734161,980.1108660479633,480.7791555301529,3430.7384683176383,743.4627202053978,0.9858133840080956,585.4549969381438,955.4053435996783,994.215418402064,487.6979389095053,3480.109444618237,754.1617229648937,73.09,7.8964204640312055,12.886186549095855,13.409643809658823,6.577906081955847,46.93854793155887,10.171880150573235,612.0247994067278,913.7644083194762,998.7460316378241,685.1707832881265,3082.0996615059894,713.9531335685408,9.145920427587791,13.712212716790658,15.354027307524415,10.448478571994103,46.57415171922055,10.704504302737652
28,2019-05,2019,5,31602,47383,59349,34084,166067,35930,47926,1.3338714166434735,42153.00450876705,63202.8293348177,79163.9347063735,45463.67336487615,221512.0245477317,64.81870555555555,650.3216031156018,975.0708347707916,1221.313107502938,701.3974280296238,3417.40895084484,739.3853300406167,0.9860567155647223,659.5174424050828,988.8587739219047,1238.5830228877683,711.3155024028492,3465.7326469174377,749.8405703947415,67.68,9.6087707316135,14.407074981837937,18.04540643473608,10.363437175378602,50.49363107040248,10.924724143626133,614.5944270870466,915.6833178869763,1011.35908605745,690.8889539528127,3094.885944747182,716.7074842370223,9.35410084707789,13.99931069121586,15.802102649462428,10.735939770418724,47.718942260012206,10.957591426649815
29,2019-06,2019,6,32115,46035,57608,40506,170995,36464,49348,1.3533347959631417,43462.346972356296,62300.767332163225,77962.91092584467,54818.17924528302,231413.4834357174,64.16905,677.3101202582288,970.8849878900065,1214.9612769059954,854.2775566302294,3606.309949044242,769.0311762446227,0.9857361358948807,687.1109778717267,984.9339519328954,1232.5420897784347,866.6391801236856,3658.494213332583,780.1592619372457,66.27,10.220463562067737,14.650444965897186,18.33350349941143,12.890863990195102,54.41843894740067,11.604514504973935,617.5869286702082,917.9605889332236,1021.9994699827612,696.2011157249542,3111.6905537691264,719.3706128134561,9.599735838462166,14.328142742341132,16.231284971893324,11.049808631053066,49.02356920571484,11.233840624926595
30,2019-07,2019,7,31764,46782,49038,32665,161157,36577,46509,1.2715367580720125,40389.09358339941,59485.03261612489,62353.61954233535,41534.74820242229,204917.04932061132,63.22268181818181,638.8386639395003,940.8811980990336,986.253947936822,656.9596070263121,3241.1951443299977,735.6378860003495,0.9880110928290576,646.5905783610772,952.2982129734263,998.2215332348098,664.9314079512841,3280.5250546825373,744.5643994683642,64.89,9.844947818454312,14.499633196163254,15.198858806238588,10.12420414588245,49.949069877176726,11.336691108034357,620.266427757822,920.3143041681004,1029.9174480223141,699.9188817527908,3130.3970634520397,721.6792051780815,9.880984761698533,14.708174009029507,16.632588672671655,11.382104374251584,50.502381472367894,11.53358815177315
31,2019-08,2019,8,32866,47396,49493,38858,155794,37587,44961,1.1961848511453428,39313.81131774284,56694.377204884666,59202.77683773645,46481.35094580573,186358.42269933753,65.58748260869565,599.4102800422253,864.4084961017862,902.6535930788611,708.6924074082879,2841.371787528097,685.5119027550393,0.9889148957536712,606.1292863683716,874.0979631447494,912.7717632273416,716.6363965709908,2873.2217501513437,693.1960532686661,62.09,9.65389402548277,13.921863361278566,14.537825625364167,11.413954057147492,45.76214829325329,11.040616890884833,622.0384765512259,922.2951675343088,1034.665802322937,701.336058933639,3147.038259751668,723.2606977800052,10.189968092358571,15.142345374602568,17.022749958009598,11.714773946460593,52.140175302816964,11.857395219339784
32,2019-09,2019,9,32053,47756,57981,32448,157803,37591,45541,1.2114867920512888,38831.78614561996,57855.76324120135,70243.21568992578,39310.323428480224,191176.25024606954,64.958705,597.791876325428,890.6545049074077,1081.3518479151608,605.1586685491994,2943.0428184501147,701.0761683133924,0.9904366835840035,603.5639493503539,899.2543588798397,1091.7930099298935,611.0018727894515,2971.459829012383,707.8455189850921,59.94,9.973171109867002,14.859100849306103,18.04057136995597,10.096073883036361,49.09981345428954,11.696299104327535,622.6407492621449,923.3537814436726,1036.0205112601568,700.4329450628311,3157.8725982663004,723.766897611422,10.51208551942767,15.616345133077962,17.426085355822995,12.02643240902106,53.86263715852866,12.197141169368908
33,2019-10,2019,10,33436,48582,53437,37030,161296,38768,46549,1.2007067684688404,40146.83151052415,58332.7362257532,64162.16758666942,44462.17163640116,193669.19892695008,64.37499130434783,623.640185374482,906.139714255984,996.6940000555148,690.6746041517247,3008.4539819404968,723.0913598097235,0.9932369276880411,627.8866280436533,912.3097309372162,1003.4806119981068,695.3774924170499,3028.9389148501346,728.0149777484253,60.15,10.368082882368778,15.064666903673883,16.57014131430615,11.482537059879048,50.01586004888607,12.021468991017848,622.1447587109465,923.2510271919049,1034.022171632037,697.7313220961024,3161.13518730257,723.0592659353858,10.834800424435219,16.109709940979112,17.851290043082148,12.311100988775717,55.58449270371269,12.54069603535051
34,2019-11,2019,11,33486,49291,54398,40048,160381,39800,46285,1.1629396984924623,38942.19874371859,57322.46067839196,63261.593718592965,46573.40904522613,186513.4317839196,63.86711904761904,609.7378326190579,897.5269517895833,990.5189816284872,729.223577636267,2920.3357622074045,724.707810375635,0.9960333093864183,612.1661061663408,901.1013420248793,994.4637114984356,732.1277017186173,2931.9659640764476,727.593950469461,65.15,9.358984384022378,13.776315453408799,15.203668175418066,11.192994284516761,44.82480064784964,11.123680896018955,620.7174083955518,922.0104517967341,1029.1077823660237,693.9310032803631,3156.618915247324,721.1549136676747,11.15009072609774,16.602886725555102,18.283957418790337,12.578488452919315,57.23783389456663,12.876007655768143
35,2019-12,2019,12,33417,50252,56574,44590,215663,40559,62239,1.5345299440321507,51279.38713972238,77113.19874750364,86814.49705367489,68424.6902043936,330941.3313198057,62.932538095238094,814.8310665957795,1225.331141591738,1379.485075308664,1087.2704689082145,5258.668112495005,988.9796579602663,0.9989339760376352,815.7006230060198,1226.6387679114973,1380.9572087842282,1088.4307621820756,5264.27996107811,990.0350590568021,66.27,12.295624967493278,18.489982519869294,20.816132115718485,16.406676760347285,79.35216708156035,14.923489632718672,618.5534485714799,919.8172443144495,1022.2569334544096,689.6454581402393,3145.108350851234,718.1995491808842,11.4470325026609,17.073223680721966,18.69964768592382,12.835706828338463,58.75662242003116,13.188396376403993
36,2020-01,2020,1,34040,49844,50867,42098,161729,38823,46674,1.2022254848929759,40923.7555057569,59923.72706900549,61153.603740051,50611.288463024495,194434.72544625608,61.81214705882353,662.0665589695793,969.4490471586284,989.346053322726,818.7919506316496,3145.574691997388,755.0943013770851,1.0,662.0665589695793,969.4490471586284,989.346053322726,818.7919506316496,3145.574691997388,755.0943013770851,58.37,11.342582815994163,16.60868677674539,16.949564045275416,14.027616080720398,53.89026369705993,12.936342322718607,615.9037693984714,917.0168972370311,1014.7360093442869,685.4754008155165,3128.322332888298,714.4056798332584,11.722329731801967,17.513669736711112,19.09743544996247,13.090378715742878,60.14035023465491,13.475653537650363
37,2020-02,2020,2,34901,49741,50100,43113,163749,39057,47257,1.2099495608981745,42228.44962490719,60184.101108636096,60618.47300099854,52164.555419002994,198128.03064751517,63.97975,660.0283624882434,940.6742150232861,947.4634239895989,815.3291536619477,3096.730303690076,738.6243303545263,1.001313217924652,659.1627381652221,939.4405248868602,946.2208298351803,814.2598530276273,3092.668955382853,737.6556277619288,48.86,13.508562474176083,19.252439930890016,19.391392222464162,16.687047762217514,63.37966237597372,15.117157805045563,612.7229383779521,913.9293694050766,1007.5071819520806,681.436838462659,3108.158012563417,709.8394356884687,11.96423163095929,17.90665112921195,19.459758707402795,13.330316475358634,61.347893105601806,13.72246242543715
